artist_name,song_name,lyrics
Jason Mraz,Life Is Wonderful,"It takes a crane to build a crane
It takes two floors to make a story
It takes an egg to make a hen
It takes a hen to make an egg
There is no end to what I'm saying

It takes a thought to make a word
And it takes some words to make an action
It takes some work to make it work
It takes some good to make it hurt
It takes some bad for satisfaction

Ah, la, la, la, life is wonderful
Ah, la, la, la, life goes full circle
Ah, la, la, la, life is wonderful
Ah, la, la, la

It takes a night to make it dawn
And it takes a day to make you yawn, brother
And it takes some old to make you young
It takes some cold to know the sun
It takes the one to have the other

And it takes no time to fall in love
But it takes you years to know what love is
And It takes some fears to make you trust
It takes those tears to make it rust
It takes the dust to have it polished, yeah

Ah, la, la, la, life is wonderful
Ah, la, la, la, life goes full circle
Ah, la, la, la, life is wonderful
Ah, la, la, la
It is so...

It takes some silence to make sound
And it takes a loss before you found me
And it takes a road to go nowhere
It takes a toll to make you care
It takes a hole to make a mountain

Ah, la, la, la, life is wonderful
Ah, la, la, la, life goes full circle
Ah, la, la, la, life is wonderful
Ah, la, la, la, life is meaningful
Ah, la, la, la, life is wonderful
Ah, la, la, la

It is so wonderful
It is so meaningful
It is so wonderful
It is meaningful
It is wonderful
It is meaningful
It goes full circle
Wonderful
Meaningful
Full circle
Wonderful"
Jason Mraz,Wordplay,"I've been all around the world
I've been a new sensation
But it doesn't really matter
In this ge-generation
The sophomore slump is an uphill battle
And someone said it ain't my scene

'Cause they need a new song
Like a new religion
Music for the television
I can't do the long division
Someone do the math

For the record label puts me on the shelf up in the freezer
Got to find another way to live the life of leisure
So I drop my top, mix and I mingle
Is everybody ready for the single and it goes

Ah, la, la, la, la
Listen closer to the verse I lay
Ah, la, la, la, la
It's all about the wordplay
Ah, la, la, la, love
The wonderful thing it does
Because, because
I am the wizard of ooh's and ah's and fa-la-la's and
The Mister A-Z
They say I'm all about the wordplay

When it's time to get ill
I got your remedy for those who don't remember me
Well, let me introduce you to my style
I try to keep a jumble in the lyrics
Never mumble
When the music's making people tongue-tied

You want a new song
Like a new religion
Music for the television
I can't do the long division
Someone do the math

For the people write me off like I'm a one-hit wonder
Got to find another way to keep from going under
Pull out the stops- got your attention
I guess it's time again for me to mention the wordplay

Ah, la, la, la, la
Listen closer to the verse I lay
Ah, la, la, la, la
It's all about the wordplay
Ah, la, la, la, love
The wonderful thing it does
Because, because
I am the wizard of ooh's and ah's and fa-la-la's and
The Mister A-Z
They say I'm all about the wordplay

I built a bridge across the stream of consciousness
It always seems to be a flowing
But I don't know which way my brain is going
Oh, the ryhming and the timing
Keeps the melodies inside me
And they're climbing
Till I'm running out of air
Are you prepared to take a dive into the deep end of my head
Are you listening to a single word I've said

Ah, la, la, la, la
Listen closely to the words I say
Ah, la, la, la, la
I'm sticking to the wordplay
Ah, la, la, la, love
The wonderful thing it does
Because, because
I am the wizard of ooh's and ah's and fa-la-la's
Yeah, the Mister A-Z
They say I'm all about the wordplay

Ah, la, la, la, la
I'm all about the wordplay
Ah, la, la, la, la
Stickin' with the wordplay
Ah, la, la, la, love
I love the wonderful thing it does
Because, because
The ooh's and ah's and fa-la-la's are back in love
For the Mister A-Z, they say
Is all about the wordplay"
Jason Mraz,Geek In The Pink,"Yo, brotha A to Z!
Yo, wussup B?
Yo, what time is it?
Ha-ha
It's laundry day!
Do-do-do, do-do-do, do do do do-do...
Do-do-do, do-do-do, do do do do-do...

Well, let the geek in the pink take a stab at it
If you like the way I'm thinking baby, wink at it
I may be skinny at times but I'm fat fulla rhymes
Pass me the mic and I'mma grab at it

Well isn't it delicious, crazy way that I'm kissing
'Cause baby, listen to this, don't wanna miss it while it's hitting
Sometimes you gotta fit in to get in, but
Don't ever quit cause soon I'm gonna let you in, but see

I don't care what you might think about me
You'll get by without me if you want

Well, I could be the one to take you home
Baby, we could rock the night alone
If we never get down, it wouldn't be a let-down
But sugar, don't forget what you already know

That I could be the one to turn you out
We could be the talk across the town
Don't judge it by the color, confuse it for another
You might regret what you let slip away

Like the geek in the pink
Do-do-do, do-do-do, do do do do-do...
Well, like the geek in the pink, yeah
(The geek in the pink)
Do-do-do, do-do-do, do do do do-do...

Well, my relationship fodder don't mean to bother nobody
But Cupid's automatic musta fired multiple shots at her
Because she fall in love too often, that's what the matter
At least I'm talking 'bout it, keep my pattern of flattery and

She was staring through the door frame and
Eying me down, like already a bad boyfriend
Well, she can get her toys outta the drawer then
'Cause I ain't coming home, I don't need that attention, see

I don't care what she might think about me
She'll get by without me if she want

But I could be the one to take her home
Baby, we could rock the night alone
If we never get down, it wouldn't be a let-down
But sugar, don't forget what you already know

That I could be the one to turn you out
We could be the talk across the town
Don't judge it by the color, confuse it for another
You might regret what you let slip away

Hey baby, look at me go
From zero to hero
You better take it from a geek like me
Well, I can save you from unoriginal dum-dums
Who wouldn't care if you com...
...Plete them or not

So what?, I've got a short attention span
A Coke in my hand
Because I'd rather have the afternoon, relax and understand
My hip hop and flip-flops well it don't stop with the light rock
My shot to mock you kinda puts me in a tight spot

The hype is nothing more than hoo-ha so
I'm developing a language and I'm calling it my own
So take a peek into the speaker and you'll see what I mean
That on the other side the grass is greener

I don't care what you might think about me
You'll get by without me if you want

I could be the one to take you home
Baby, we could rock the night alone
If we never get down, it wouldn't be a let-down
But sugar, don't forget what you already know

That I could be the one to turn you out
We could be the talk across the town
Don't judge it by the color, confuse it for another
You might regret what you let slip away

Like the geek in the pink
Do-do-do, do-do-do, do do do do-do...
I'm the geek in the pink y'all
Do-do-do, do-do-do, do do do do-do...
Geek is the color for fall
I'm the geek in the pink
Do-do-do, do-do-do, do do do do-do...
So I'm the geek y'all
In the pink y'all
Do-do-do, do-do-do, do do do do-do...
Geek is the color for fall
I'm the geek in the pink"
Jason Mraz,Did You Get My Message?,"Did you get my message
The one I left while I was trying to condense everything that I meant
In a minute or less when I called to confess and make all of my stresses go bye-bye

Did you get my message
Didn't, I guess, 'cause if you did you would have called me with your sweet intent
And we could give it a rest instead of beating our breast, making all of the pressure go sky-high

Do you ever wonder what happens to the words that we send
Do they bend, do they break from the flight that they take
And come back together again with a whole new meaning
In a brand new sense, completely unrelated to the one I sent

Did you get my message, ooh
Did you get my message
Did you get my message, yeah, ooh

Uh oh, where did it go
Must have bypassed your phone and flown right outta the window
Oh well, how can I tell
Should I call the operator
Maybe she know the info
But whether or not if my message you got was too much or a lot to reply
Why not try this for a fact
Should you ever come back
I'd relax and be relieved of all my panic attacks

Ah ooh
Did you get my message, ooh
Did you get my message, (Did you now?)
Did you get my message, yeah, ooh

Did you get my message, the one that I left
While I was trying to condense everything that I meant
Now the moment is passed
Not much sand in the glass and I'm standing to lose my mind

Do you ever wonder what happens to the words that we send
Do they bend, do they break from the flight that they take
And come back together again with a whole new meaning
To the matter of our love's defense, and please be sympathetic to the time I spent

Did you get my message, ooh
Did you get my message, (Did you now?)
Did you get my message, yeah, ooh

Did you get my message
No, I didn't hear a word
Did you get my message
Now I'm not gonna believe your lies anymore
Answer the question
I don't hear a thing from you and you keep saying you're coming
Did you get my message now that I wanna get back with you
Did you get my message, love that I wanna reconnect with you
Did you get my message, sugar now
I did not hear one thing you sent to me
Did you get my message, love
Answer the phone"
Jason Mraz,Mr. Curiosity,"Hey Mr. Curiosity
Is it true what they've been saying about you
Are you killing me?
You took care of the cat already
And for those who think it's heavy
Is it the truth
Or is it only gossip
Call it mystery or anything
Oh just as long as you call me
I sent the message on did you get it when I left it
Said well this catastrophic event
It wasn't meant to mean no harm
But to think there's nothing wrong is a problem, oh

I'm looking for love this time
Sounding hopeful but it's making me cry
Love is a mystery
Mr. Curious...

Come back to me
Mr. waiting-ever-patient can't you see
That I'm the same the way you left me
Hurry to spell check me
And I'm underlined already in envy green
And pencil red
And I've forgotten what you've said
Will you stop working for the dead and return
Mr. Curious, well I need some inspiration
It's my birthday and I cannot find no cause for celebration
The scenario is grave but I'll be braver when you save me
From this situation laden with hearsay

I'm looking for love this time
Sounding hopeful but it's making me cry
This love is a mystery
Mr. Curiosity
Be Mr. Please
Do come and find me, oh
Oh, come on oh, yea yea

I'm looking for love this time
Sounding hopeful but it's making me cry
Trying not to ask why
Cause love is a mystery
Mr. Curiosity
Be Mr. Please
Do come and find me

Love is blinding when the timing's never right
Oh but who am I to beg for difference
Finding love in a distant instant
But I don't mind, at least I've tried
Oh, well I tried..."
Jason Mraz,Clockwatching,"Take off, both your, shoes and clothes, I'll follow
Undo, corkscrew, drink from the half of a broken bottle
Lately we're running out of time, aren't we?

Smoking, often, and calling out our guilty pleasures
Let's keep, talking, anything to stop clockwatching
Lately we're running out of time, aren't we?
Crazy for running all the time, m-m-m-m-maybe
Let's forget we're running out of time

I'm off like an aeroplane
I'm licking your postage stamp again
I'm using my right brain and I'm praying that we don't crash
Who knew I'd cum so fast
Well, so what if a two pump chump can't last

But I made it to three, and I foreclose a five minute fantasy
On a short-lived flight, making love on economy
No jumping, conclusions
'An I don't think there's no solution
Let's get, backwards
And forget our restless destination

Let's live in the moment just this time, could we?
Just take one moment of our time, m-m-m-m-maybe
Let's forget we're running out of time

I'm off like an aeroplane
I'm catching my second wind again
I'm using my left brain
And I'm righting all my wrongs
I'm yearning to turn you on

I've been working on getting you off, so get on board, now
Well how can I guess by the subject of the best predicate that's left unsaid when the matter is too delicate
My loneliness is evident

And it's you
You're running through my mind and it makes me c-c-crazy cra-cra-crazy

La la la
La la la la la
La la la (ooh, it's so amazing)
La la la la la la
La la la
Laaaa oh oh
Laaaaaa lo oh oh oh

Lady, dreamer, you might be the soundest sleeper
Tonight, sleep tight, and build your nest upon my shoulder"
Jason Mraz,Bella Luna,"Mystery, the moon
A hole in the sky
A supernatural nightlight
So full but often bright
A pair of eyes a-closing one
A chosen child in golden sun
A marble dog that chases cars
To farthest reaches of the beach and
Far beyond into the swimming sea of stars

The cosmic fish, they love to kiss
They're giving birth to constellations
No ""if's"" and, oh, no reservations
If they should fall you'd get a wish or dedication

May I suggest you get the best
For nothing less than you and I
Let's take a chance as this romance is rising o'er
Before we lose the lighting

Oh, bella, bella, please
Bella, you beautiful luna
Oh, bella, do what you do

(Da, dum...)

You are an illuminating anchor
Of leagues to infinite number
Of crashing waves and breaking thunder
Tiding the ebb and flows of hunger
You're dancing naked there for me
You expose all memory
You make the most of boundary
You're the ghost of royalty
Imposing love, you are the queen and king
Combining everything
Intertwining like the ring around the finger of a girl
I'm just a singer, you're the world
All I can bring ya is the language of a lover
(The language, the language, the language of love)

Bella luna, my beautiful, beautiful moon-a
How you swoon me like no other, oh

(Ba, ba,...)

May I suggest you get the best of your wish
May I insist at no contest for little you or smaller I
A larger chance set, but all them may lie
On the rise of the brink of our lives

Bella, please
Bella, you beautiful luna
Oh, bella, do what you do

Bella luna, my beautiful, beauiful moon
How you swoon me like no other"
Jason Mraz,Plane,"Drain the veins in my head
Clean out the reds in my eyes to get by security lines
Dear x-ray machine
Pretend you don't know me so well
I won't tell if you lie
Cry, cause your drought's been brought up
Drinkin' 'cause you're lookin' so good in your Starbucks cup
I complain for the company that I keep
The windows for sleepin'
Rearrange well I'm nobody

Well who's laughin' now that I'm leaving your town, again
And I'm over the ground that you've been spinning
And I'm up in the air so baby hell yeah
Well honey I can see your house from here
If the plane goes down, damn
I remember where the love was found
If the plane goes down, damn

Damn, I should be so lucky
Even only 24 hours under your touch
You know I need you so much
I cannot wait to call you
And tell you that I landed somewhere
And hand you a square of the airport
And walk you through the maze of the map that I'm gazing at
Gracefully unnamed and feeling guilty for the luck
And the look that you gave me
You make me somebody
Oh nobody knows me
Not even me can see it yet I bet I'm

Leaving your town again
And I'm over the ground that you've been spinning
And I'm up in the air, so baby hell yeah
Oh honey I can see your house from here
If the plane goes down, damn
I'll remember where the love was found
If the plane goes down, damn

You keep me high minded
You keep me high

Flax seeds, well they tear me open
And supposedly you can crawl right through me
Taste these teeth please
And undress me from the sweaters better hurry
'Cause I'm heating upward bound now
Oh maybe I'll build my house on your cloud
Here I'm tumbling for you
Stumblin' through the work that I have to do
Don't mean to harm you

By leaving your town again
But I'm over the quilt that you've been spinning
And I'm up in the air, said baby hell yeah
Well honey I can see your house from here
If the plane goes down, damn
I remember where the love was found
If the plane goes down, damn
I remember where the love was found
If the plane goes down, damn
I remember where the love was found
If the plane goes down, damn
Damn
Damn

Damn you...

You get me high
You keep me high minded
You get me high
You keep me high minded"
Jason Mraz,O. Lover,"What's the worst thing that could happen
We could change our minds
That seems to be the hottest topic at this time
We sitting around in the meditation, dragon changing
Wondering who's holding who's got the will to draw the line

I know you've got something burning up inside
It's so unhealthy but so good for me, oh
Said if I didn't know, and if I didn't know, well if I didn't know
That you loved me, would you TEMPT me?

God only knows our contradictions to quitting
Is a hate love relationship thing
A fire under you is so fulfilling
I feel there's nothing more

I'm giving, giving you, the choke hold
My flirting with disaster is modern love
Oh, you are so bold
My wanting to kiss you still is not enough
I'm getting over all the comments
Unfriendly statements made by people are nonsense
I'm getting stronger by the minute
And once I slip into position I'll swing you and turn you all around

You are the sweetest thing I've found since whenever
You're the only way my time is measured
You might be the silent type
But your advertising louder now
It's crazy how you're killing me

But I like your
Red top and matching bottoms
You know the one- the ones you got on
Pull them over your skinny self
But don't cover your tattoo, woo!
'Cause I like to look at you, yeah
I love that smell on you
And I got your special place against this face for tasting too

And I like it natural
No need for chemicals
Sparking up my senses
You're making it sensual
Calling it sexual, mmm

And you're gonna get yours, my lady
Might even be today
And it ain't no thing because I'll be rolling right along with you, ooh

You are the sweetest thing I've found since whenever
You're the only way my time is measured
You might be the silent type
But your advertising louder now
It's crazy how you're killing me

And give us both a break
And to give us back a taste when the way things were before they made the laws
And to give us both a chance
But it won't be the last romance
'Cause when the weekend starts, the guilty party's on

(Scatting)

Weekend- party's over
Don't stop, let's get closer
Friday, got cold shoulder
Monday, got a new composure

Weekend- party's over
Don't stop, let's get lower
I won't blow your cover
Opportunistic lover

Weekend- party's over
Don't stop, let's get closer
Friday's mediocre
Monday, I'm self-exposed now

Weekend- party's over
Don't stop, let's suppose, uh
I won't blow your cover
Opportunistic lover"
Jason Mraz,Please Don't Tell Her,"I hear she's kickin' ass across the board and rock two hundred thousand higher scorer
Just in time to save the world of being taken over
She's a warrior
I couldn't play again because the game it never ended, never even landed on the cannon
And never let me in to spend my quarter
There's no love for me, no more

Say it isn't so
How she easily come, how she easy go
Please don't tell her that I've been meaning to miss her
Because I don't

She was the girl with the broadest shoulders
But she would die before I crawled over them
She is taller than I am
She knew I wouldn't mind the view there
Or the altitude with a mouth full of air
She let me down, the doubt came out until the now became later

Say that it isn't so
How she easily come, how she easy go
Please don't tell her that I've been meaning to miss her
Because I don't, not for her
It's not that I'm mad
To forgive, forget
What I say

That I'm crazy like the rest of us
And I'm crazier when I'm next to her

So why after the all of everything that came and went
I care enough to still be singing of the bitter end and broken eras
I told you I don't
But I am only trying to be the best with my attempt to cure
The rest assured I'll aim to ease the plural hurts of the words
""Reverse psychology""
That's easier said
Easier than done

Please don't dare to tell her what I've become
Please don't mention all the attention I have drawn
Please don't bother 'cause she'll feel guilty when I'm gone (fuck you)

Because I'm crazy like the rest of us
But I'm crazier when I'm next to her
And it's amazing how she's so self-assured
But I know she'd hate me if she knew my words
Do I hurt anymore
Do I hurt? Well,
I don't
I don't
I don't"
Jason Mraz,The Forecast,"Well I heard that it might be raining
Bed sheets and lovers words
Let's throw out the hotel comforter
And hang the do not disturb
Sign me up for storm, I'll wear my suit
For the shower, cause ill have you
To keep me warm in the coldest hour

And when the darkness falls under your head
There I'll be, and crazy is the forecast all week

Well every kiss every hug it's so light on the touch
Delicate like a snowflake
I can taste, I can taste, I can taste, I can taste
You all over my face, and everyone might find me foolish
To not be counting on the sun, but your mouth is my umbrella now
And I'm holding your tongue

And if the rain should fall for sure with you I'll be
And crazy is the forecast all week

And there's a good chance in hell
Like cats and dogs will by flying
And I'm no weather man
But you are lightning, striking

La la
La
Here comes the sun and the rain
All in once, how we sing

In the midst of the morning pull up a blanket of a cloud
And wait for the warning of another come down
Because...
The water is healthy for the roses in your cheeks
My well holds plenty for penny wishing in your deep end
When the lights go out, no doubt with you I'll be

And crazy is the forecast all week

And if the rain should fall for sure with you I'll be
Because crazy is the forecast, all week long
Crazy is the forecast"
Jason Mraz,Song For A Friend,"Well, ""You're magic,"" he said
But don't let it all go to your head
'Cause I bet if you all had it all figured out
Then you'd never get out of bed
No doubt
Of all the things that I've read what he wrote me
Is now sounding like the man I was hoping
To be
I keep on keeping it real
Cause it keeps getting easier, he'll see
He's the reason that I'm laughing
Even if there's no one else
He said, you've got to love yourself

You say, you shouldn't mumble when you speak
But keep your tongue up in your cheek
And if you stumble on to something better
Remember that it's humble that you seek
You got all the skill you need
Individuality
You got something
Call it gumption
Call it anything you want
Because when you play the fool now
You're only fooling everyone else
You're learning to love yourself

Yes you are, you are, it's you...

There's no price to pay (no, no)
When you give and what you take
That's why it's easy to thank you
You, you...
You, you, you...

Let's say take a break from our day
And get ['n] back to the old garage
Because life's too short anyway
But at least it's better then average
As long as you got me
And I got you
You know we've got a lot to go around
I'll be your friend
Your other brother
Another love to come and comfort you-ooh-ooh

And I'll keep reminding
If it's the only thing I ever do-ooh-ooh
I will always love you

You, you, you...
You...
(It's true I love, it's true)
(It's you I love, it's you I love, it's you, it's you I love)
(It's true I love, it's true I love, its true, it's you I love)
(It's you I love, it's you I love, it's you, it's you I love) Oh it's you, it's you I love
Oh, it's you I love

(It's you I love, it's you I love, it's you, it's you I love) Ooh, it's you I love...
(It's true I love, it's true I love, its true, it's you I love)
(It's you I love, it's you I love, it's you, it's you I love) I'm in love in love in love
I'm in love in love in love with you, I'm [in] love with you

It's you I love, I love, I love
It's you I love, I love, I love
It's you I love, I love, I lo-ove, ooh

(x3)
Climb up over the top
Survey the state of the soul
You've got to find out for yourself whether or not you're truly trying
Why not give it a shot?
Shake it, take control and inevitably wind up fighting for yourself
All the strengths you have inside still rising

Climb up over the top
Survey the state of the soul
You've got to find out for yourself whether or not you're truly trying
Why not give it a shot?
Shake it, take control and inevitably wind up
And find out for yourself
All the strengths that you have inside of you"
Jason Mraz,Running,"Running to catch up again, jumping higher and flying more often than not
Your trampoline has got holes in it but I can still see the top
Let me climb aboard and sample some of next year's fashion
I'll wear the coat if you can put the hat on, I will wear the coat,
Just let me clear my throat so I can say what's been delayed aways

Let me fall into your lap and just lay here for awhile
Satisfied by your seduction like a handshake would do the job
Never know how long I have waited, anticipated your smile to be pressed against mine
Your smile pressed against mine, your smile pressed against mine
I feel it, well I feel it (oh boy)
Well I feel it and I'm gonna settle tight

She could pour me over this sugar hill or mountain
Until I get hat cool breeze, tight squeeze, I'd do it over again
And I drink from her ever flowing fountain
And then I wake up I comb my hair and I hurry it up
But I arrive late I pack my things and I pick it up
Well I put down a good amount of deodorant this morning
And I found that I could drown a little bit of peace of mind
'Cause it's no secret that to some degree they're gonna have to see you sweat
Strong enough for a man just do what you can to keep me soft and dry, I stink awhile

I don't know anything about those things
I almost don't wanna know anything about those things
And I don't care anything about those things
'Cause if I did you know I'd share myself on those things, and I feel it

And I'll be here all night, I'll pick up the pieces and I put them back together now
They may not be the right way but that's okay as long as they're all the same
I wish you well that you'd get better, and I know you'll find that it's a wild world
And if you had noticed well would you have thrown the towel in
Before I missed out on all this love, and watch me roll away again
Watch me disappear under my skin
I don't believe it that things could get any worse than they did that time
You must have seen it I mean how could we get lost running in a straight line
Your cries of why's and why not's, may it all get back to you
And trickle and dance upon your headaches, years of biting cheeks are through
So I don't believe in it.

But I feel it."
Jason Mraz,Did I Fool Ya?,"Daddy songs he's an auctioneer
And mother clings to anniversary years
And the sister she got a little bit of mister in her
And the brothers going round around his bed

And I say, did I fool ya?
Didn't daddy fool ya?
He go once, he going twice He go for 35 or 40
He go once, he going twice He go for 45 or 50
He go once, he going twice He go 55 or maybe he will make it up
To 65
He go once, he going twice Ain't it nice price wise?
I gotta a nice life for the price

I give and give and I lay it all down
Look what I found I give and give
I give and give and I lay it all down
Look what I found, look what I found
Blue skies they're smiling at me

And that's my favorite melody
But I can't read I can't read
I can't read between the things unseen
And I don't mind I don't mind
I don't mind if I don't find because I tried

I'm absolutely definite absolutely positive
Absolutely definitely positive
I'm absolutely definite absolutely positive
Absolutely definitely positively representative

So why the bother with it
Did I fool ya? Or didn't daddy fool ya?
He go once, he going twice He go for 35 or 40
He go once, he going twice He go for 45 or 50
He go once, he going twice He go 55 or maybe he will make it up
To 65
He go once, he going twice
Ain't it nice price wise?"
Jason Mraz,Little You & I,"You close your eyes
You say goodnight in your own special way
You rest your head and you rest your mind
And there you go

There you go so fast, so fast asleep
There you are without a care when or where
But there you are I swear without a care where it is you lay

Spiraling spaces tangled up in moments of touching time
Trying to find some somewhere sleeping sideways
Pockets full of nothing, head exploding from the mind
Too much time for dancing in our hair
Sister don't be shy between little you and I

Mouths in line, tears beside
And we're gonna weep in between the sleep
Until we float away into broken promises
Too much, too hard to keep

And we would sell our souls to the devil if he promised us hell
It's something we already know so well
And it's right on, right on the tip of our tongue
Something big that has already begun
(Something dead but not quite numb)
And I'm singing it

Mouths in line, tears beside
And we're gonna weep in between the sleep
Until we float away into broken promises
Too much, too hard to keep"
Jason Mraz,You & I Both,"Was it you who spoke the words that things would happen but not to me
Oh things are gonna happen naturally
Oh taking your advice and I'm looking on the bright side
And balancing the whole thing

Oh but at often times those words get tangled up in lines
And the bright light turns to night
Oh until the dawn it brings
Another day to sing about the magic that was you and me

'Cause you and I both loved
What you and I spoke of
And others just read of
Others only read of the love
Oh the love that I love
La la la la

See I'm all about them words
Over numbers, unencumbered numbered words
Hundreds of pages, pages, pages for words
More words than I had ever heard
And I feel so alive

'Cause you and I both loved
What you and I spoke of
And others just read of
And if you could see me now
Oh love, love

You and I you and I
Not so little you and I any more
And with this silence brings a moral story
More importantly evolving
Is the glory of a boy

'Cause you and I both loved
What you and I spoke of
And others just read of
And if you could see me now
Well then I'm almost finally out of
I'm finally out of
Finally de de de de de de de,
Well I'm almost finally, finally,
Well I am free, oh, I'm free

And it's okay
If you had to go away
Oh just remember the telephones
Well they work in both ways
(Additional lyrics from live version:
And the more you follow through,
There's always more left over,
And not too much explaining to do.
And if ever you find your love,
I will be your lifeline,
I will never miss your phonecall)
But if I never, ever hear them ring
If nothing else
I'll think the bells inside have finally found you someone else
And that's okay
'Cause I'll remember everything you sang

'Cause you and I both loved
What you and I spoke of
And others just read of
And if you could see me now
Well then I'm almost finally out of
I'm finally out of, finally de de de de de de de de,
Well I'm almost finally, finally,
Out of words."
Jason Mraz,1000 Things,"And I'm, I'm over-joyed
And I'm, I'm over-loved
And I'm feeling lucky like a little boy
Who's hiding under cover
And looking to discover
Every way to play the part inside this darkened cave
The meaning of life, well it starts at the night light
Close your eyes and I hope you see mine

And I've, well I've seen a thousand things in one place
But I stopped my counting when I saw your face
Erasing memory, well I feel as though I've never seen a face before
Until I saw your eyes
And they're smiling back at me through my tears
I've been counting all these years, oh 
Suddenly the thousand things I've seen were nothing more than dreams of
Of you and me
You and me
Quietly at a standstill now
Fortunately you will, well you'll kiss me, I will
I will kiss you back

Oh the fact of the matter is
And I don't know what the latter is, oh no way
See, I've always wanted to kiss you
But I, I always wanted to run from you
Because I've always wanted to miss you
And I, I always wanted to comfort you

Well I love my comfort foods, you said
While you always say, How do you do?"
Jason Mraz,Unfold,"Hands in line
Arms close to my side
I'm fighting tides
Of an ocean's undertows
And I figure that I might not make it out
I'm taking empty
But seldom speaking
And a words retreat
Yeah they breathing histories still at ease
Into stories untold
And my arms unfold

My hands are high
And I'm holding on
Holding on
And I figured that I
I figured that I just might make it
And I'm waking empty
But seldom sleeping
And the words repeat, breathing histories into stories untold
And I unfold

Quality isn't what you see now
In the corner of your eyes
And don't be surprised
If you here the bells ring as they fall from the skyline
They sound: bong bong bong bong
But ah yeah yeah yeah
Bong bong bong bong but ah yeah yeah yeah
Oh oh I
And in the night I'm always holding up
Holding up holding up
I'm holding up this time
I'm holding up this time
'Cause I figure that I
I figure that I just might make it

And I'm waking empty
But seldom sleeping
And the words repeat
Breathing histories and the stories untold
But I unfold"
Jason Mraz,Halfway Home,"Well I used to walk along the opposite side of the road
And made others get out of my way
I used to think that I could sit and wait for the times
But I know I should meet them halfway

I'm halfway home and I'm on my own
I'm halfway there and I don't care, I don't mind
I plan to leave here after supper time
That's when traffic is light, all I need is a sign
And I'll be all right. I'll be fine

Well I used to think that I could just sleep and then I would dream
And everything it would just come to me
Until I woke one day without anything to eat
Lying on the opposite side of the street

I'm halfway home and I'm still out on my own
I'm halfway there and I don't care, I don't mind
Because it ain't my time not to stay or say
Well I can't say, but you can bet that I will play my heart out
I'll won't lay.

I used to think that I could just sit and wait for the times
But I know I gotta meet them somewhere out there halfway

I'm halfway home I tried running with the flow
I'm halfway there. Ain't it funny how everybody seems to care
I planned to get there around supper time their serving up bread and wine
All I needed was a sign and I guess I'll be all right.
I'll be fine.
I'll be fine.
I'll be all right.
I'll be all right.

(It seems to be a running theme about being fine and all right but I don't mind)
Because I'll be fine and all right
I'll be fine
I'll be fine"
Jason Mraz,Bright Eyes,"Bright lights, big city
Was quite extraordinary
The drive was pretty
I was in perfect company
The love of a lifetime
Since we were elementary friends
The one with the bright eyes

Why can't I be optimistic
I tried to find the logic logically
I had a dream and I could not shake it
I was standing up there naked

There's fear in the truth at hand, frozen I forgot to understand
The live keep living growing older more into a man
And I let her grow away from me

Love love is not pretending
Time time was meant for mending
Memories into all is satisfactory
Healthy smiles fill the page the day we spent in miles
And I let her drive away from me

The one with the bright eyes
Laughed her way inside this music box
Stored away in the corner of my heart And I let her get away from me
But I'll never take that day away from me"
Jason Mraz,After An Afternoon,"I bare my windowed self untamed and untrained
Dreams that hardly touch our complexions truest faults
If room enough for both my drowsy spirit shall fall
Bold waves tumble oh to the season of my heart
And you have offended my faith and my trust
Until all is lost into the beauty of the day
Until all is lost, until all is lost

But there's something in the way you laugh
And it makes me feel like a child
Aspects of life they confuse me
You and your thesis amuse me
Oh, after and afternoon with you
And your rich brown eyes
Your lips and dark hair
Elbows and exposed knees tossing toward the ceiling
After an after, after an after, after an afternoon
After an after, after an afternoon with you

Face to palm
Tear to tear
Mouth to tongue
Heart to ground
Heart to ground
Heart to ground
I am in love"
Jason Mraz,Conversation With Myself,"Crazy, now what'cha doing?
Just the same, well I think I'm right
Crazy how fast you're moving
As our friendship pays for your lonely night

This is a conversation with myself

It's okay to dance around it and have it your way
Laugh about it, oh for goodness sake
Don't believe in anything that's keeping you awake

I'm feeling all sentimental and feeling all through my head
I'm feeling all very sexual but feeling all by myself instead

This is a conversation with myself

It's okay to dance around it and have it your way
Laugh about it, oh for goodness sake
Don't believe in anything that's keeping you awake
Loverboy, lovergirl, 
You need a song to sleep to and morning to sleep through
And have it your way.

You better have it your way with yourself.
You better have it your way anytime.
You better have it you way with yourself and only yourself
You better have it yours and baby you know that I'll have mine."
